Target_name	Target_accession	Query_name	Query_accession	Full_seq_evalue	Full_seq_score	Full_seq_bias	Best_1_dom_evalue	Best_1_dom_score	Best_1_dom_bias	exp	reg	clu	ov	env	dom	rep	inc	Description_of_target
RNA_pol_Rpb2_45	PF10385.11	5uaj_C	-	8.8e-29	99.7	0.6	2.1e-27	95.3	0.3	3.2	3	0	0	3	3	1	1	"RNA polymerase beta subunit external 1 domain"
RNA_pol_Rpb2_7	PF04560.22	5uaj_C	-	1.2e-27	96.3	0.1	3.1e-27	94.9	0.1	1.8	1	0	0	1	1	1	1	"RNA polymerase Rpb2, domain 7"
RNA_pol_Rpb2_2	PF04561.16	5uaj_C	-	2.2e-25	89.5	0.9	6.2e-15	55.4	0.1	3.2	3	0	0	3	3	2	2	"RNA polymerase Rpb2, domain 2"
MNNL	PF07657.15	5uk5_B	-	1.5e-28	98.8	2.9	1.5e-28	98.8	2.9	2.9	3	1	0	3	3	1	1	"N terminus of Notch ligand"
DSL	PF01414.21	5uk5_B	-	3e-26	91.4	7.9	3e-26	91.4	7.9	4.0	4	0	0	4	4	1	1	"Delta serrate ligand"
EGF	PF00008.29	5uk5_B	-	1e-05	25.8	12.2	1e-05	25.8	12.2	5.7	4	1	0	4	4	1	1	"EGF-like domain"
Lig_chan	PF00060.28	5un1_F	-	1.9e-33	115.5	0.8	2.6e-33	115.1	0.8	1.2	1	0	0	1	1	1	1	"Ligand-gated ion channel"
Lig_chan-Glu_bd	PF10613.11	5un1_F	-	3.2e-31	108.0	0.1	3.1e-30	104.8	0.1	2.2	1	1	0	1	1	1	1	"Ligated ion channel L-glutamate- and glycine-binding site"
SBP_bac_3	PF00497.22	5un1_F	-	1.7e-26	93.2	0.0	2.5e-26	92.6	0.0	1.2	1	0	0	1	1	1	1	"Bacterial extracellular solute-binding proteins, family 3"
Lig_chan	PF00060.28	5un1_G	-	5.1e-35	120.6	0.3	7.3e-35	120.1	0.3	1.2	1	0	0	1	1	1	1	"Ligand-gated ion channel"
Lig_chan-Glu_bd	PF10613.11	5un1_G	-	9.5e-33	112.9	0.0	4.5e-31	107.5	0.0	2.3	2	0	0	2	2	1	1	"Ligated ion channel L-glutamate- and glycine-binding site"
SBP_bac_3	PF00497.22	5un1_G	-	1.3e-20	73.9	0.0	5e-20	72.0	0.0	1.9	1	1	0	1	1	1	1	"Bacterial extracellular solute-binding proteins, family 3"
7tm_1	PF00001.23	5ung_B	-	2.5e-56	191.0	21.8	3.2e-56	190.7	21.8	1.1	1	0	0	1	1	1	1	"7 transmembrane receptor (rhodopsin family)"
Cytochrom_B562	PF07361.13	5ung_B	-	2e-26	92.7	3.7	2.9e-26	92.2	3.7	1.2	1	0	0	1	1	1	1	"Cytochrome b562"
AMP-binding	PF00501.30	5ups_A	-	2.2e-63	214.4	0.0	2.6e-63	214.2	0.0	1.1	1	0	0	1	1	1	1	"AMP-binding enzyme"
AMP-binding_C	PF13193.8	5ups_A	-	8.7e-19	68.4	1.3	2e-18	67.2	1.3	1.7	1	0	0	1	1	1	1	"AMP-binding enzyme C-terminal domain"
Glutaminase	PF04960.17	5uqe_D	-	1.1e-119	398.9	0.0	1.5e-119	398.6	0.0	1.1	1	0	0	1	1	1	1	"Glutaminase"
EF-hand_14	PF17959.3	5uqe_D	-	1.3e-23	83.2	0.2	2.5e-23	82.3	0.2	1.5	1	0	0	1	1	1	1	"EF-hand domain"
Ank_2	PF12796.9	5uqe_D	-	4.3e-11	43.3	0.0	1e-10	42.1	0.0	1.6	1	0	0	1	1	1	1	"Ankyrin repeats (3 copies)"
Ank_4	PF13637.8	5uqe_D	-	1.9e-09	37.9	0.2	5.2e-08	33.4	0.0	2.9	3	0	0	3	3	1	1	"Ankyrin repeats (many copies)"
Ank_3	PF13606.8	5uqe_D	-	1.1e-06	28.6	0.0	0.00082	19.7	0.0	2.8	2	0	0	2	2	1	1	"Ankyrin repeat"
Ank	PF00023.32	5uqe_D	-	0.00029	21.3	0.1	0.0017	18.8	0.0	2.4	3	0	0	3	3	1	1	"Ankyrin repeat"
C1-set	PF07654.17	5uxq_H	-	4.2e-17	62.4	0.0	1.4e-16	60.7	0.0	1.8	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	5uxq_H	-	2.6e-11	43.8	2.1	1.7e-10	41.2	0.2	2.6	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	5uxq_H	-	5.8e-08	33.3	3.0	0.0064	17.1	0.2	2.7	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	5uxq_H	-	3.6e-06	27.2	6.1	0.00093	19.4	0.2	3.0	2	2	0	2	2	0	0	"Immunoglobulin domain"
PDH	PF02153.19	5uyy_A	-	4.7e-78	261.8	0.4	6e-78	261.5	0.4	1.1	1	0	0	1	1	1	1	"Prephenate dehydrogenase"
F420_oxidored	PF03807.19	5uyy_A	-	2e-06	28.4	0.2	5.1e-06	27.1	0.2	1.7	1	0	0	1	1	1	1	"NADP oxidoreductase coenzyme F420-dependent"
ACT	PF01842.27	5uyy_A	-	1.5e-06	28.0	0.5	6.2e-06	26.0	0.0	2.3	3	0	0	3	3	0	0	"ACT domain"
Rossmann-like	PF10727.11	5uyy_A	-	9.4e-06	25.6	0.1	2.3e-05	24.4	0.1	1.6	1	0	0	1	1	1	1	"Rossmann-like domain"
2-Hacid_dh_C	PF02826.21	5uyy_A	-	8e-06	25.4	0.2	1.3e-05	24.7	0.2	1.3	1	0	0	1	1	0	0	"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain"
NAD_binding_2	PF03446.17	5uyy_A	-	7.6e-05	23.1	0.2	0.00013	22.3	0.2	1.3	1	0	0	1	1	1	1	"NAD binding domain of 6-phosphogluconate dehydrogenase"
C1-set	PF07654.17	5v4e_G	-	3.4e-53	178.0	3.8	3.2e-30	104.4	0.1	2.1	2	0	0	2	2	2	2	"Immunoglobulin C1-set domain"
C2-set_2	PF08205.14	5v4e_G	-	2e-14	53.5	0.1	3.7e-07	30.2	0.0	2.1	2	0	0	2	2	2	2	"CD80-like C2-set immunoglobulin domain"
Ig_3	PF13927.8	5v4e_G	-	1.1e-10	42.0	1.5	9.1e-05	23.0	0.1	2.2	2	0	0	2	2	0	0	"Immunoglobulin domain"
Asp1	PF16993.7	5vae_A	-	5.5e-300	996.1	23.6	6.2e-300	995.9	23.6	1.0	1	0	0	1	1	1	1	"Accessory Sec system protein Asp1"
LppC	PF04348.15	5vbg_A	-	1.5e-239	796.3	19.8	1.7e-239	796.2	19.8	1.0	1	0	0	1	1	1	1	"LppC putative lipoprotein"
Bromodomain	PF00439.27	5vbq_A	-	2.2e-23	82.2	0.5	2.9e-23	81.8	0.5	1.2	1	0	0	1	1	1	1	"Bromodomain"
2-Hacid_dh_C	PF02826.21	5vg6_B	-	1.6e-48	164.5	0.0	2.1e-48	164.1	0.0	1.2	1	0	0	1	1	1	1	"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain"
NAD_binding_2	PF03446.17	5vg6_B	-	3.9e-07	30.5	0.0	6e-07	29.9	0.0	1.3	1	0	0	1	1	1	1	"NAD binding domain of 6-phosphogluconate dehydrogenase"
T3SS_NleG	PF06416.14	5vgc_A	-	2.1e-41	140.4	0.1	3e-41	140.0	0.1	1.2	1	0	0	1	1	1	1	"Effector protein NleG"
C1-set	PF07654.17	5vh4_H	-	8.7e-18	64.6	0.3	1.2e-16	60.9	0.0	2.4	2	1	1	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	5vh4_H	-	3.2e-16	59.5	2.3	1.8e-15	57.1	0.2	2.6	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	5vh4_H	-	6.9e-08	33.0	2.0	0.014	16.0	0.2	2.8	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	5vh4_H	-	1.5e-06	28.4	4.7	0.00082	19.6	0.2	3.2	2	2	0	2	2	0	0	"Immunoglobulin domain"
HA2	PF04408.25	5vhe_A	-	2.4e-19	69.6	1.2	4.7e-19	68.7	0.0	2.1	2	0	0	2	2	1	1	"Helicase associated domain (HA2)"
OB_NTP_bind	PF07717.18	5vhe_A	-	3.8e-17	62.5	0.0	8.1e-17	61.5	0.0	1.6	1	0	0	1	1	1	1	"Oligonucleotide/oligosaccharide-binding (OB)-fold"
Helicase_C	PF00271.33	5vhe_A	-	4.6e-17	62.4	0.0	1.2e-16	61.2	0.0	1.7	1	0	0	1	1	1	1	"Helicase conserved C-terminal domain"
DEAD	PF00270.31	5vhe_A	-	1.1e-13	51.4	0.6	4.4e-13	49.5	0.1	2.2	2	0	0	2	2	1	1	"DEAD/DEAH box helicase"
DNA_alkylation	PF08713.13	5vhv_A	-	7.3e-08	32.5	0.7	1.2e-07	31.8	0.7	1.3	1	0	0	1	1	1	1	"DNA alkylation repair enzyme"
C1-set	PF07654.17	5vkk_H	-	2.5e-17	63.1	1.8	1.1e-16	61.0	0.0	2.5	3	0	0	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	5vkk_H	-	2e-12	47.4	2.6	9.9e-12	45.1	0.3	2.6	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
ig	PF00047.27	5vkk_H	-	7.8e-06	26.1	5.5	0.00088	19.5	0.2	3.3	2	2	0	2	2	0	0	"Immunoglobulin domain"
Peptidase_M20	PF01546.30	5vo3_A	-	2.2e-45	155.0	0.1	2.8e-45	154.7	0.1	1.1	1	0	0	1	1	1	1	"Peptidase family M20/M25/M40"
M20_dimer	PF07687.16	5vo3_A	-	6.9e-25	87.2	0.0	1.3e-24	86.3	0.0	1.5	1	0	0	1	1	1	1	"Peptidase dimerisation domain"
Pyr_redox_2	PF07992.16	5vt3_B	-	4.2e-46	157.6	1.0	5.1e-46	157.4	1.0	1.0	1	0	0	1	1	1	1	"Pyridine nucleotide-disulphide oxidoreductase"
Pyr_redox_3	PF13738.8	5vt3_B	-	1.2e-18	67.5	0.1	3.2e-15	56.3	0.0	2.1	1	1	1	2	2	1	1	"Pyridine nucleotide-disulphide oxidoreductase"
Pyr_redox	PF00070.29	5vt3_B	-	2.2e-16	60.2	4.4	5.2e-16	59.0	1.6	2.4	2	1	0	2	2	1	1	"Pyridine nucleotide-disulphide oxidoreductase"
GIDA	PF01134.24	5vt3_B	-	1.2e-06	28.0	0.9	0.055	12.7	0.0	3.9	4	0	0	4	4	0	0	"Glucose inhibited division protein A"
FAD_binding_2	PF00890.26	5vt3_B	-	3.2e-05	23.3	4.6	0.003	16.8	0.1	3.3	2	1	1	3	3	0	0	"FAD binding domain"
DNA_pol_B	PF00136.23	5vu9_A	-	1.4e-81	274.7	0.0	2.3e-81	273.9	0.0	1.3	1	0	0	1	1	1	1	"DNA polymerase family B"
DNA_pol_B_exo1	PF03104.21	5vu9_A	-	6.8e-47	160.3	4.2	4e-31	108.5	0.0	3.0	3	1	1	4	4	2	2	"DNA polymerase family B, exonuclease domain"
DNA_pol_B_exo2	PF10108.11	5vu9_A	-	4.1e-08	33.2	0.0	7.1e-08	32.4	0.0	1.3	1	0	0	1	1	1	1	"Predicted 3'-5' exonuclease related to the exonuclease domain of PolB"
RNase_H_2	PF13482.8	5vu9_A	-	2.3e-07	31.0	0.0	1.9e-06	28.0	0.0	2.5	2	1	0	2	2	1	1	"RNase_H superfamily"
DNA_pol_B_2	PF03175.15	5vu9_A	-	4e-06	26.1	0.0	1e-05	24.7	0.0	1.6	2	0	0	2	2	0	0	"DNA polymerase type B, organellar and viral"
Bcl-2	PF00452.21	5vwv_A	-	2.1e-31	108.6	0.9	2.7e-31	108.2	0.1	1.5	2	0	0	2	2	1	1	"Apoptosis regulator proteins, Bcl-2 family"
YcgR_2	PF12945.9	5vx6_A	-	5.4e-16	58.6	0.4	1.5e-15	57.2	0.3	1.8	2	0	0	2	2	1	1	"Flagellar protein YcgR"
PilZ	PF07238.16	5vx6_A	-	4.3e-12	46.3	0.4	1.3e-11	44.8	0.2	1.8	2	0	0	2	2	1	1	"PilZ domain"
HpcH_HpaI	PF03328.16	5vxs_F	-	2.1e-48	164.6	0.0	2.8e-48	164.2	0.0	1.2	1	0	0	1	1	1	1	"HpcH/HpaI aldolase/citrate lyase family"
C-C_Bond_Lyase	PF15617.8	5vxs_F	-	7.6e-11	41.8	0.0	1.4e-05	24.5	0.0	2.2	1	1	0	2	2	0	0	"C-C_Bond_Lyase of the TIM-Barrel fold"
CPSase_L_D2	PF02786.19	5vyz_A	-	1.1e-77	260.4	0.3	1.9e-77	259.6	0.3	1.4	1	0	0	1	1	1	1	"Carbamoyl-phosphate synthase L chain, ATP binding domain"
PYC_OADA	PF02436.20	5vyz_A	-	1.4e-73	246.9	0.2	2.5e-73	246.2	0.2	1.4	1	0	0	1	1	1	1	"Conserved carboxylase domain"
Biotin_carb_N	PF00289.24	5vyz_A	-	7.2e-39	132.8	0.0	1.8e-38	131.6	0.0	1.7	1	0	0	1	1	1	1	"Biotin carboxylase, N-terminal domain"
Biotin_carb_C	PF02785.21	5vyz_A	-	1.9e-33	114.9	0.0	5.8e-33	113.3	0.0	1.9	1	0	0	1	1	1	1	"Biotin carboxylase C-terminal domain"
HMGL-like	PF00682.21	5vyz_A	-	4.8e-27	95.2	0.0	9.1e-27	94.3	0.0	1.4	1	0	0	1	1	1	1	"HMGL-like"
Biotin_lipoyl	PF00364.24	5vyz_A	-	1.3e-16	60.3	2.6	3.3e-16	59.0	2.6	1.7	1	0	0	1	1	1	1	"Biotin-requiring enzyme"
ATP-grasp	PF02222.24	5vyz_A	-	2.5e-10	40.3	0.0	5.7e-10	39.2	0.0	1.5	1	0	0	1	1	1	1	"ATP-grasp domain"
Dala_Dala_lig_C	PF07478.15	5vyz_A	-	7.7e-09	35.4	0.0	1.7e-08	34.3	0.0	1.5	1	0	0	1	1	1	1	"D-ala D-ala ligase C-terminus"
ATP-grasp_3	PF02655.16	5vyz_A	-	1.9e-07	31.4	0.1	4.4e-07	30.2	0.1	1.6	1	0	0	1	1	1	1	"ATP-grasp domain"
Biotin_lipoyl_2	PF13533.8	5vyz_A	-	1.4e-07	31.2	1.3	0.0018	18.1	0.2	2.6	1	1	1	2	2	0	0	"Biotin-lipoyl like"
C1-set	PF07654.17	5w08_I	-	3e-17	62.8	0.2	1.4e-16	60.7	0.0	2.1	3	0	0	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	5w08_I	-	7.8e-11	42.2	1.2	8.5e-10	38.9	0.1	2.6	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
ig	PF00047.27	5w08_I	-	0.00013	22.1	3.0	0.0011	19.2	0.2	2.8	2	2	0	2	2	0	0	"Immunoglobulin domain"
p450	PF00067.24	5w0c_A	-	2.8e-162	540.8	0.1	3.1e-162	540.6	0.1	1.0	1	0	0	1	1	1	1	"Cytochrome P450"
C1-set	PF07654.17	5w1g_H	-	3e-16	59.6	0.1	1.3e-15	57.6	0.0	2.0	2	1	1	3	3	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	5w1g_H	-	5.9e-11	42.6	0.3	9.7e-10	38.7	0.0	2.6	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
ig	PF00047.27	5w1g_H	-	7.4e-07	29.3	0.8	0.00067	19.9	0.1	2.7	2	2	0	2	2	0	0	"Immunoglobulin domain"
C1-set	PF07654.17	5w4l_H	-	9.2e-18	64.5	0.0	1.2e-16	60.9	0.0	2.2	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	5w4l_H	-	1.1e-13	51.3	0.3	2.2e-12	47.2	0.0	2.6	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	5w4l_H	-	1.3e-08	35.3	0.6	0.0069	17.0	0.0	2.6	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	5w4l_H	-	3.6e-07	30.4	1.4	0.00094	19.4	0.2	2.9	2	2	0	2	2	0	0	"Immunoglobulin domain"
MLD	PF11647.10	5w6l_A	-	9.6e-26	89.7	1.0	3.2e-25	88.1	0.2	2.3	3	0	0	3	3	1	1	"Membrane Localization Domain"
Lipase_GDSL	PF00657.24	5w7c_C	-	5.8e-24	85.4	0.0	1e-23	84.5	0.0	1.4	1	1	0	1	1	1	1	"GDSL-like Lipase/Acylhydrolase"
Recep_L_domain	PF01030.26	5wb7_B	-	3.7e-62	207.4	1.5	1.2e-31	109.2	0.7	2.2	2	0	0	2	2	2	2	"Receptor L domain"
Furin-like	PF00757.22	5wb7_B	-	1.2e-32	113.0	52.6	1.1e-29	103.3	41.8	2.2	2	0	0	2	2	1	1	"Furin-like cysteine rich region"
GF_recep_IV	PF14843.8	5wb7_B	-	4.5e-10	39.5	57.3	0.00011	22.1	32.9	4.4	2	1	2	4	4	0	0	"Growth factor receptor domain IV"
XRCC4	PF06632.14	5wj7_B	-	3.9e-64	216.7	2.6	5.4e-64	216.3	2.1	1.5	1	1	0	1	1	1	1	"DNA double-strand break repair and V(D)J recombination protein XRCC4"
Paramyxo_ncap	PF00973.21	5wkn_B	-	1.4e-50	172.8	0.0	1.5e-50	172.7	0.0	1.0	1	0	0	1	1	1	1	"Paramyxovirus nucleocapsid protein"
HMG-CoA_red	PF00368.20	5wpj_D	-	7.8e-111	370.7	0.6	9.1e-111	370.5	0.6	1.0	1	0	0	1	1	1	1	"Hydroxymethylglutaryl-coenzyme A reductase"
TSP_NTD	PF17804.3	5wql_C	-	2e-58	197.9	6.9	2e-58	197.9	6.9	1.6	2	0	0	2	2	1	1	"Tail specific protease N-terminal domain"
Peptidase_S41	PF03572.20	5wql_C	-	4.9e-53	179.2	0.1	9.3e-53	178.4	0.1	1.5	1	0	0	1	1	1	1	"Peptidase family S41"
DUF3340	PF11818.10	5wql_C	-	5.9e-39	133.8	7.0	1.5e-38	132.5	7.0	1.7	1	0	0	1	1	1	1	"C-terminal domain of tail specific protease (DUF3340)"
PDZ	PF00595.26	5wql_C	-	3.7e-15	56.1	0.5	7.1e-15	55.2	0.5	1.5	1	0	0	1	1	1	1	"PDZ domain"
PDZ_6	PF17820.3	5wql_C	-	7.7e-07	29.0	0.5	1.8e-06	27.9	0.5	1.7	1	0	0	1	1	1	1	"PDZ domain"
SdrG_C_C	PF10425.11	5wtb_C	-	5.2e-29	101.4	16.9	5.2e-29	101.4	16.9	2.2	2	1	0	2	2	1	1	"C-terminus of bacterial fibrinogen-binding adhesin"
Big_8	PF17961.3	5wtb_C	-	6.8e-25	87.3	7.6	6.8e-25	87.3	7.6	3.2	2	1	1	3	3	1	1	"Bacterial Ig domain"
OmpA	PF00691.22	5wtl_C	-	3.1e-23	82.0	0.1	4.9e-23	81.4	0.1	1.3	1	0	0	1	1	1	1	"OmpA family"
TSP_3	PF02412.20	5wtl_C	-	4.1e-19	68.1	41.1	0.00015	21.5	0.6	5.3	5	0	0	5	5	5	5	"Thrombospondin type 3 repeat"
V-set	PF07686.19	5wym_A	-	1.6e-34	118.5	0.1	1.4e-17	64.0	0.0	2.0	2	0	0	2	2	2	2	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	5wym_A	-	1e-12	48.5	0.2	1.4e-06	28.8	0.0	2.6	2	1	0	2	2	0	0	"Immunoglobulin domain"
ig	PF00047.27	5wym_A	-	3.7e-08	33.5	0.0	0.00034	20.8	0.0	2.9	2	2	0	2	2	0	0	"Immunoglobulin domain"
I-set	PF07679.18	5wym_A	-	1.1e-07	31.9	0.0	0.0012	19.0	0.0	2.5	2	1	0	2	2	0	0	"Immunoglobulin I-set domain"
Acyl-ACP_TE	PF01643.19	5x04_A	-	1e-70	237.9	0.0	1.2e-70	237.8	0.0	1.0	1	0	0	1	1	1	1	"Acyl-ACP thioesterase"
4HBT_2	PF13279.8	5x04_A	-	3.5e-06	27.6	0.2	0.069	13.7	0.0	2.4	2	1	0	2	2	0	0	"Thioesterase-like superfamily"
RHH_1	PF01402.23	5x3t_A	-	3.6e-08	33.2	0.2	1.7e-07	31.0	0.1	1.8	2	0	0	2	2	1	1	"Ribbon-helix-helix protein, copG family"
NAP	PF00956.20	5x7v_C	-	1.2e-19	70.6	10.9	2.6e-14	53.1	2.1	2.6	1	1	1	2	2	1	1	"Nucleosome assembly protein (NAP)"
SH2	PF00017.26	5x94_B	-	5.7e-53	177.0	0.0	2.7e-25	88.4	0.0	2.1	2	0	0	2	2	2	2	"SH2 domain"
2HCT	PF03390.17	5xat_A	-	4.8e-147	490.0	37.0	5.5e-147	489.8	37.0	1.0	1	0	0	1	1	1	1	"2-hydroxycarboxylate transporter family"
CTP_transf_like	PF01467.28	5xf2_B	-	6.3e-15	55.7	0.0	7.3e-15	55.5	0.0	1.1	1	0	0	1	1	1	1	"Cytidylyltransferase-like"
Complex1_51K	PF01512.19	5xfa_A	-	8.7e-44	149.2	0.0	1.3e-43	148.7	0.0	1.3	1	0	0	1	1	1	1	"Respiratory-chain NADH dehydrogenase 51 Kd subunit"
NADH_4Fe-4S	PF10589.11	5xfa_A	-	2.8e-23	81.7	0.2	5.3e-23	80.8	0.2	1.5	1	0	0	1	1	1	1	"NADH-ubiquinone oxidoreductase-F iron-sulfur binding region"
2Fe-2S_thioredx	PF01257.21	5xfa_A	-	1.4e-18	67.3	0.0	2e-18	66.7	0.0	1.3	1	0	0	1	1	1	1	"Thioredoxin-like [2Fe-2S] ferredoxin"
C1-set	PF07654.17	5xhv_H	-	4.9e-18	65.4	0.0	1.2e-16	60.9	0.0	2.3	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	5xhv_H	-	1.4e-15	57.5	0.1	2.9e-14	53.3	0.0	2.6	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
ig	PF00047.27	5xhv_H	-	3.5e-08	33.6	0.7	0.001	19.3	0.2	3.1	2	2	0	2	2	0	0	"Immunoglobulin domain"
Ig_3	PF13927.8	5xhv_H	-	1.7e-07	31.8	1.3	0.015	15.9	0.2	3.2	2	2	0	2	2	0	0	"Immunoglobulin domain"
C1-set	PF07654.17	5xhv_L	-	1.1e-24	86.7	0.5	4e-24	84.9	0.5	1.9	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	5xhv_L	-	9.7e-19	67.7	3.6	8.8e-18	64.6	0.1	2.4	2	1	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	5xhv_L	-	8.6e-16	58.3	2.8	1.1e-07	32.4	0.1	2.4	2	1	0	2	2	1	1	"Immunoglobulin domain"
ig	PF00047.27	5xhv_L	-	9e-14	51.5	1.6	1.1e-07	32.0	0.0	2.3	2	0	0	2	2	1	1	"Immunoglobulin domain"
I-set	PF07679.18	5xhv_L	-	2.7e-10	40.3	0.4	3.3e-06	27.2	0.0	2.5	2	1	0	2	2	1	1	"Immunoglobulin I-set domain"
Ig_2	PF13895.8	5xhv_L	-	1.9e-08	34.6	1.6	0.00046	20.6	0.1	2.5	2	1	0	2	2	0	0	"Immunoglobulin domain"
C2-set_2	PF08205.14	5xhv_L	-	0.00021	21.4	1.4	0.00079	19.5	0.2	2.1	2	1	0	2	2	0	0	"CD80-like C2-set immunoglobulin domain"
ProRS-C_1	PF09180.13	5xig_A	-	7.9e-29	99.9	0.1	1.6e-28	98.9	0.1	1.6	1	0	0	1	1	1	1	"Prolyl-tRNA synthetase, C-terminal"
tRNA-synt_2b	PF00587.27	5xig_A	-	1e-25	90.8	0.0	1.8e-25	90.0	0.0	1.4	1	0	0	1	1	1	1	"tRNA synthetase class II core domain (G, H, P, S and T)"
HGTP_anticodon	PF03129.22	5xig_A	-	4.3e-21	75.0	0.0	7.7e-21	74.2	0.0	1.4	1	0	0	1	1	1	1	"Anticodon binding domain"
Xan_ur_permease	PF00860.22	5xls_A	-	1.1e-108	363.5	42.8	1.7e-108	362.9	42.8	1.2	1	0	0	1	1	1	1	"Permease family"
SBP_bac_8	PF13416.8	5xs8_A	-	1.3e-11	45.0	0.3	2e-11	44.3	0.3	1.2	1	0	0	1	1	1	1	"Bacterial extracellular solute-binding protein"
SBP_bac_1	PF01547.27	5xs8_A	-	5.3e-08	33.3	6.7	5.3e-08	33.3	6.7	2.1	2	1	0	2	2	1	1	"Bacterial extracellular solute-binding protein"
Cas_Cas1	PF01867.18	5xvp_B	-	1.6e-25	89.9	0.8	6.8e-25	87.9	0.8	1.9	1	1	0	1	1	1	1	"CRISPR associated protein Cas1"
TPR_19	PF14559.8	5xw7_C	-	2.1e-08	34.6	20.6	0.00039	20.9	3.3	4.0	3	1	1	4	4	0	0	"Tetratricopeptide repeat"
TPR_14	PF13428.8	5xw7_C	-	6.4e-05	23.5	20.8	0.011	16.6	0.5	5.4	3	2	3	6	6	0	0	"Tetratricopeptide repeat"
Trypsin	PF00089.28	5xwa_B	-	2.3e-33	116.0	3.9	2.4e-33	115.9	3.9	1.0	1	0	0	1	1	1	1	"Trypsin"
Acetyltransf_1	PF00583.27	5xxr_A	-	1.1e-12	48.3	0.0	1.4e-12	47.9	0.0	1.1	1	0	0	1	1	1	1	"Acetyltransferase (GNAT) family"
Acetyltransf_10	PF13673.9	5xxr_A	-	1.5e-10	41.2	0.0	1.9e-10	40.8	0.0	1.2	1	0	0	1	1	1	1	"Acetyltransferase (GNAT) domain"
Acetyltransf_7	PF13508.9	5xxr_A	-	1.5e-09	38.1	0.0	2.2e-09	37.6	0.0	1.2	1	0	0	1	1	1	1	"Acetyltransferase (GNAT) domain"
Y_phosphatase	PF00102.29	5xzr_A	-	2.5e-80	269.5	0.9	3.6e-80	269.0	0.9	1.2	1	0	0	1	1	1	1	"Protein-tyrosine phosphatase"
SH2	PF00017.26	5xzr_A	-	2.3e-51	171.9	0.0	1.5e-24	86.0	0.0	2.7	2	0	0	2	2	2	2	"SH2 domain"
C1-set	PF07654.17	5y11_B	-	2.3e-24	85.6	0.8	4.3e-24	84.8	0.5	1.6	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	5y11_B	-	8.2e-18	64.7	2.1	1.9e-16	60.3	0.0	2.4	2	1	0	2	2	1	1	"Immunoglobulin V-set domain"
Ig_3	PF13927.8	5y11_B	-	1.1e-16	61.2	2.2	1.3e-08	35.3	0.1	2.3	2	0	0	2	2	1	1	"Immunoglobulin domain"
ig	PF00047.27	5y11_B	-	1.3e-11	44.6	2.4	1.2e-05	25.4	0.1	2.6	2	1	0	2	2	1	1	"Immunoglobulin domain"
I-set	PF07679.18	5y11_B	-	3.1e-09	36.9	0.1	3.6e-05	23.8	0.0	2.4	2	0	0	2	2	1	1	"Immunoglobulin I-set domain"
Ig_2	PF13895.8	5y11_B	-	1.4e-06	28.6	3.0	0.012	16.1	0.2	2.5	2	1	0	2	2	0	0	"Immunoglobulin domain"
C2-set_2	PF08205.14	5y11_B	-	1.8e-06	28.0	1.4	0.00086	19.4	0.2	2.3	2	0	0	2	2	0	0	"CD80-like C2-set immunoglobulin domain"
C1-set	PF07654.17	5y2m_I	-	1.9e-17	63.5	0.0	1.3e-16	60.8	0.0	2.0	2	0	0	2	2	1	1	"Immunoglobulin C1-set domain"
V-set	PF07686.19	5y2m_I	-	4e-15	56.0	0.2	7.7e-14	51.9	0.0	2.6	3	0	0	3	3	1	1	"Immunoglobulin V-set domain"
ig	PF00047.27	5y2m_I	-	1.4e-09	38.1	0.9	0.00099	19.3	0.2	3.0	2	2	0	2	2	0	0	"Immunoglobulin domain"
Ig_3	PF13927.8	5y2m_I	-	9.2e-09	35.8	0.8	0.007	17.0	0.0	2.9	2	1	0	2	2	0	0	"Immunoglobulin domain"
